#ID = Affymetrix Probe Set ID
#GB_LIST = GenBank Accession Number
#ORF = gene name
#ORGANISM = 
#Annotation Date = The date that the annotations for this probe array were last updated. It will generally be earlier than the date when the annotations were posted on the Affymetrix web site.
#Sequence Type = Indicates whether the sequence is an Exemplar, Consensus or Control sequence. An Exemplar is a single nucleotide sequence taken directly from a public database. This sequence could be an mRNA or EST. A Consensus sequence, is a nucleotide sequence assembled by Affymetrix, based on one or more sequence taken from a public database.
#Sequence Source = The database from which the sequence used to design this probe set was taken.
#Target Description = GenBank description associated with the representative public identifier. Blank for some probe sets.
#Representative Public ID = The accession number of a representative sequence. Note that for consensus-based probe sets, the representative sequence is only one of several sequences (sequence sub-clusters) used to build the consensus sequence and it is not directly used to derive the probe sequences. The representative sequence is chosen during array design as a sequence that is best associated with the transcribed region being interrogated by the probe set. Refer to the "Sequence Source" field to determine the database used.
#Gene Title = Title of Gene represented by the probe set.
#Gene Symbol = A gene symbol, when one is available (from UniGene).
#EntrezGeneId = Entrez Gene Database UID
#RefSeq Transcript ID = References to multiple sequences in RefSeq. The field contains the ID and Description for each entry, and there can be multiple entries per ProbeSet.
#Gene Ontology Biological Process = Gene Ontology Consortium Biological Process derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Cellular Component = Gene Ontology Consortium Cellular Component derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#Gene Ontology Molecular Function = Gene Ontology Consortium Molecular Function derived from LocusLink.  Each annotation consists of three parts: "Accession Number // Description // Evidence". The description corresponds directly to the GO ID. The evidence can be "direct", or "extended".
#SPOT_ID = 
ID	GB_LIST	ORF	ORGANISM	Annotation Date	Sequence Type	Sequence Source	Target Description	Representative Public ID	Gene Title	Gene Symbol	EntrezGeneId	RefSeq Transcript ID	Gene Ontology Biological Process	Gene Ontology Cellular Component	Gene Ontology Molecular Function	SPOT_ID
AF221794.1_at	AF221794.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221794.1_RC_at	AF221794.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221794.1_RC_x_at	AF221794.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221794.1_x_at	AF221794.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221795.1_at	AF221795.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221796.1_at	AF221796.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221796.1_RC_at	AF221796.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221796.1_RC_x_at	AF221796.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221796.1_s_at	AF221796.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221796.1_x_at	AF221796.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221797.1_RC_at	AF221797.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221797.1_s_at	AF221797.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221798.1_at	AF221798.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221798.1_RC_at	AF221798.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221798.1_x_at	AF221798.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221799.1_at	AF221799.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221799.1_RC_at	AF221799.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221800.1_RC_x_at	AF221800.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221800.1_x_at	AF221800.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221801.1_at	AF221801.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221801.1_RC_at	AF221801.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221801.1_RC_x_at	AF221801.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221801.1_x_at	AF221801.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221802.1_at	AF221802.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221802.1_RC_at	AF221802.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221802.1_RC_x_at	AF221802.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221802.1_x_at	AF221802.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221803.1_at	AF221803.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221804.1_at	AF221804.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221804.1_RC_at	AF221804.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221804.1_RC_x_at	AF221804.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221804.1_x_at	AF221804.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221805.1_at	AF221805.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221806.1_at	AF221806.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221806.1_RC_at	AF221806.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221806.1_x_at	AF221806.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221807.1_RC_at	AF221807.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221807.1_RC_x_at	AF221807.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221807.1_x_at	AF221807.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221808.1_RC_at	AF221808.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221808.1_RC_x_at	AF221808.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221808.1_s_at	AF221808.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221808.1_x_at	AF221808.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221809.1_at	AF221809.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221809.1_RC_at	AF221809.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221810.1_at	AF221810.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221810.1_RC_at	AF221810.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221811.1_at	AF221811.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221811.1_RC_at	AF221811.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221811.1_RC_x_at	AF221811.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221812.1_at	AF221812.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221812.1_x_at	AF221812.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221813.1_at	AF221813.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221814.1_RC_at	AF221814.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221814.1_RC_s_at	AF221814.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221814.1_RC_x_at	AF221814.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221814.1_s_at	AF221814.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221814.1_x_at	AF221814.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221815.1_at	AF221815.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221815.1_RC_at	AF221815.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221816.1_at	AF221816.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221816.1_x_at	AF221816.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221817.1_at	AF221817.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221817.1_x_at	AF221817.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221818.1_at	AF221818.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221818.1_s_at	AF221818.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221818.1_x_at	AF221818.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221819.1_at	AF221819.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221819.1_RC_at	AF221819.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221819.1_x_at	AF221819.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221820.1_at	AF221820.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221820.1_RC_at	AF221820.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221820.1_x_at	AF221820.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221821.1_at	AF221821.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221821.1_RC_at	AF221821.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221821.1_RC_x_at	AF221821.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221822.1_RC_at	AF221822.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221822.1_x_at	AF221822.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221823.1_s_at	AF221823.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221824.1_at	AF221824.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221824.1_RC_at	AF221824.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221824.1_RC_x_at	AF221824.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221824.1_x_at	AF221824.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221825.1_at	AF221825.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221825.1_RC_at	AF221825.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221825.1_RC_x_at	AF221825.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221825.1_x_at	AF221825.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221826.1_at	AF221826.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
AF221826.1_RC_at	AF221826.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221826.1_RC_x_at	AF221826.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	---	---	---	
AF221827.1_at	AF221827.1		Plasmodium falciparum	22-Jun-11	---	---	---	---	---	---		---	0009405 // pathogenesis // inferred from electronic annotation	0016021 // integral to membrane // inferred from electronic annotation	0004872 // receptor activity // inferred from electronic annotation	
